dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
11,If I go to ER with a tooth ache will it be pulled?,"Hello doctor, I have tooth decay and loose tooth along with pain. My dentist advised me to get it removed. I am getting tooth removed on next Monday. Will they give me anaesthesia? Is there any side effect?",0,50,206,go er tooth ache pull,hello doctor tooth decay loose tooth along pain dentist advise get remove get tooth remove next monday give anaesthesia side effect
11,If I took 2 Claritin (loratadine) + d 24 hr pills yesterday at 2pm and took 1 Claritin (loratadine) + d 24 hr pill today at 7am did I technically overdose?,Hello doctor I have cough and cold? I have congestion and I am allergic to pollen and exposed to pollen yesterday. Can I take Claritin to help ease symptoms?,0,155,157,take 2 claritin loratadine 24 hr pill yesterday 2 pm take 1 claritin loratadine 24 hr pill today 7 am technically overdose,hello doctor cough cold congestion allergic pollen expose pollen yesterday take claritin help ease symptom
11,If I took 2 Claritin (loratadine) + d 24 hr pills yesterday at 2pm and took 1 Claritin (loratadine) + d 24 hr pill today at 7am did I technically overdose?,I took 2 pills of claritin and one pill of d 24 yesterday at 2:00 pm and today took one pill of claritin and d 24 at 7:00am today and do you think I overdosed the pill? ,1,155,169,take 2 claritin loratadine 24 hr pill yesterday 2 pm take 1 claritin loratadine 24 hr pill today 7 am technically overdose,take 2 pill claritin one pill 24 yesterday pm today take one pill claritin 24 today think overdose pill
11,If I took the morning after pill within 11hrs after having unprotected sex what are my chances of not being pragent?,Can I take Plan B when I am on antibiotics for my sinus infection? Am I safe? ,0,116,78,take morning pill within 11hr unprotected sex chance pragent,take plan b antibiotic sinus infection safe
11,If I took the morning after pill within 11hrs after having unprotected sex what are my chances of not being pragent?,I took plan B 11 hours after intercourse. Is this a chance for me to be pregnant? How effective is Plan B?,1,116,106,take morning pill within 11hr unprotected sex chance pragent,take plan b 11 hour intercourse chance pregnant effective plan b
11,I had a root canal 3 months ago but tooth is still sensitive to hot. What could be the reason?,I had root canal 3 months back and my tooth is still sensitive to heat. May I know what is the cause?,1,94,101,root canal 3 month ago tooth still sensitive hot could reason,root canal 3 month back tooth still sensitive heat may know cause
11,I had a root canal 3 months ago but tooth is still sensitive to hot. What could be the reason?,I have cavities in my tooth and my dentist advised to get root canal done. Can you tell me if the procedure is painful and how much time will it take?,0,94,150,root canal 3 month ago tooth still sensitive hot could reason,cavity tooth dentist advise get root canal do tell procedure painful much time take
11,I had a surgery on my right scaphoid and it's been ok till now. It's hurting so bad I want to break down and idk what to take because Advil (ibuprofen) isn't working and the doctor office is closed what do I do?,Had surgery on right scaphoid and now have bad pain and Advil is not working. I am concerned.  ,1,211,95,surgery right scaphoid ok till hurt bad want break idk take advil ibuprofen work doctor office close,surgery right scaphoid bad pain advil work concern
11,I had a surgery on my right scaphoid and it's been ok till now. It's hurting so bad I want to break down and idk what to take because Advil (ibuprofen) isn't working and the doctor office is closed what do I do?,Hello doctor I am going to get a surgery for scaphoid. May I know what are the side effects and recovery time? ,0,211,111,surgery right scaphoid ok till hurt bad want break idk take advil ibuprofen work doctor office close,hello doctor go get surgery scaphoid may know side effect recovery time
11,I had unprotected sex 7 or so days before my periodthree days later I had light bloodthat lasted for two days instead of usual 7. Am I pregnant?,I had unprotected period a week before period. 3 days later I had spotting for 2 days and now I want to if I am pregnant ad there is no period for usual 7 days. ,1,144,161,unprotected sex 7 day periodthree day later light bloodthat last two day instead usual pregnant,unprotected period week period 3 day later spot 2 day want pregnant ad period usual 7 day
11,I had unprotected sex 7 or so days before my periodthree days later I had light bloodthat lasted for two days instead of usual 7. Am I pregnant?,May I know what is the difference between withdrawal bleeding from pills and normal period bleeding. How long do both usually last?,0,144,131,unprotected sex 7 day periodthree day later light bloodthat last two day instead usual pregnant,may know difference withdrawal bleed pill normal period bleeding long usually last
11,"I have a rash or damage skin on my stomach area and a little on my arms. The rash itches, red, flaky. I wanted to know what u thoughs were?",I had unprotected sex and now after 2 weeks I have rash on stomach and fever. Do I have HIV?,0,139,92,rash damage skin stomach area little arm rash itch red flaky wanted know u though,unprotected sex 2 week rash stomach fever hiv
11,"I have a rash or damage skin on my stomach area and a little on my arms. The rash itches, red, flaky. I wanted to know what u thoughs were?","I have red, flaky and itchy rash on my stomach and arms. What can I do?",1,139,71,rash damage skin stomach area little arm rash itch red flaky wanted know u though,red flaky itchy rash stomach arm
11,"I have been on klonopin (clonazepam) for my gad for about 4 years, 2mg a day. How long will the withdrawals last? Or when is it out of my system?","Hello doctor, I am diagnosed with GAD and was given Klonopin an I have been on the medication for few months. Now, the medication is not helping and my doctor wants to change me to celexa. Can I know about the side effects and efficacy of each? Which medication do you think is better?",0,145,285,klonopin clonazepam gad 4 year 2 mg day long withdrawal last system,hello doctor diagnose gad give klonopin medication month medication help doctor want change celexa know side effect efficacy medication think well
11,"I have been on klonopin (clonazepam) for my gad for about 4 years, 2mg a day. How long will the withdrawals last? Or when is it out of my system?",I have been diagnosed with generalized anxiety disorder and I am on the medication for few years and taking it regularly. I am planning to stop the medications? How should I stop the medication? Is there any withdrawal and how long will it take before I feel normal and completely get better with medication out of my system?,1,145,325,klonopin clonazepam gad 4 year 2 mg day long withdrawal last system,diagnose generalized anxiety disorder medication year take regularly plan stop medication stop medication withdrawal long take feel normal completely get well medication system
